Player,Year,Season,Date,Age,Team,Location,Opponent,Win,PTS_TM,PTS_OPP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Kobe Bryant,2004-2005,Regular,3/22/2005,26-211,LAL,Away,UTA,L ,107,115,1,44:01:00,16,26,0.615,9,15,0.6,2,6,0.333,1,2,3,4,2,0,3,2,43,31.9
Kobe Bryant,2004-2005,Regular,3/24/2005,26-213,LAL,Away,DEN,L ,96,117,1,38:41:00,5,13,0.385,0,4,0,8,8,1,2,2,4,4,1,2,6,1,18,11.7
Kobe Bryant,2004-2005,Regular,3/27/2005,26-216,LAL,Home,PHI,L ,89,96,1,38:52:00,10,22,0.455,6,13,0.462,8,8,1,0,10,10,5,0,1,6,4,34,22.2
Kobe Bryant,2004-2005,Regular,3/29/2005,26-218,LAL,Home,NYK,W ,117,107,1,38:25:00,10,17,0.588,3,7,0.429,9,14,0.643,1,5,6,5,1,0,4,1,32,24.4
Kobe Bryant,2004-2005,Regular,3/31/2005,26-220,LAL,Home,MIN,L ,96,105,1,40:25:00,7,16,0.438,3,7,0.429,9,12,0.75,5,3,8,6,1,0,2,2,26,23.2
Kobe Bryant,2004-2005,Regular,4/2/2005,26-222,LAL,Away,SAS,L ,94,95,1,39:48:00,6,19,0.316,1,6,0.167,2,2,1,0,8,8,6,3,0,5,1,15,8.3
Kobe Bryant,2004-2005,Regular,4/3/2005,26-223,LAL,Away,MEM,L ,82,102,1,14:10,4,8,0.5,0,3,0,1,1,1,1,2,3,0,0,0,1,1,9,4.9
Kobe Bryant,2004-2005,Regular,4/5/2005,26-225,LAL,Away,PHO,L ,99,125,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2004-2005,Regular,4/7/2005,26-227,LAL,Home,HOU,L ,100,114,1,41:30:00,4,19,0.211,2,6,0.333,9,10,0.9,2,8,10,10,1,0,1,2,19,16.9
Kobe Bryant,2004-2005,Regular,4/8/2005,26-228,LAL,Away,SEA,W ,117,94,1,40:06:00,15,22,0.682,7,11,0.636,5,6,0.833,1,1,2,5,2,1,3,2,42,35.6
Kobe Bryant,2004-2005,Regular,4/10/2005,26-230,LAL,Away,SAC,L ,105,124,1,35:36:00,8,17,0.471,1,4,0.25,1,2,0.5,1,3,4,6,3,1,2,2,18,15.6
Kobe Bryant,2004-2005,Regular,4/11/2005,26-231,LAL,Home,PHO,L ,97,108,1,38:17:00,8,17,0.471,0,3,0,4,5,0.8,2,3,5,10,1,2,5,2,20,16.8
Kobe Bryant,2004-2005,Regular,4/15/2005,26-235,LAL,Home,SAC,L ,106,115,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2004-2005,Regular,4/17/2005,26-237,LAL,Home,DAL,L ,112,114,1,34:23:00,9,15,0.6,5,9,0.556,10,11,0.909,4,3,7,9,2,0,8,2,33,28.9
Kobe Bryant,2004-2005,Regular,4/18/2005,26-238,LAL,Away,GSW,L ,99,126,1,37:19:00,9,27,0.333,0,4,0,4,6,0.667,3,3,6,5,1,0,6,2,22,6.6
Kobe Bryant,2004-2005,Regular,4/20/2005,26-240,LAL,Away,POR,L ,103,106,1,37:07:00,10,20,0.5,0,5,0,17,21,0.81,3,2,5,4,0,0,6,2,37,24.1
Kobe Bryant,2005-2006,Regular,11/2/2005,27-071,LAL,Away,DEN,W ,99,97,1,43:45:00,13,28,0.464,0,1,0,7,7,1,0,5,5,4,1,2,6,4,33,17.7
Kobe Bryant,2005-2006,Regular,11/3/2005,27-072,LAL,Home,PHO,L ,112,122,1,41:11:00,13,26,0.5,0,2,0,13,14,0.929,2,5,7,5,0,0,3,3,39,27.8
Kobe Bryant,2005-2006,Regular,11/6/2005,27-075,LAL,Home,DEN,W ,112,92,1,42:18:00,16,31,0.516,0,0,,5,5,1,3,5,8,5,0,1,4,2,37,24.7
Kobe Bryant,2005-2006,Regular,11/8/2005,27-077,LAL,Away,ATL,W ,103,97,1,37:33:00,15,26,0.577,0,0,,7,11,0.636,1,2,3,5,1,1,1,5,37,26.7
Kobe Bryant,2005-2006,Regular,11/9/2005,27-078,LAL,Away,MIN,L ,74,88,1,40:55:00,12,26,0.462,0,0,,4,6,0.667,1,3,4,4,1,0,3,0,28,16.2
Kobe Bryant,2005-2006,Regular,11/11/2005,27-080,LAL,Away,PHI,L ,81,85,1,40:40:00,7,27,0.259,0,2,0,3,4,0.75,3,6,9,7,1,0,3,4,17,5.7
Kobe Bryant,2005-2006,Regular,11/14/2005,27-083,LAL,Away,MEM,L ,73,85,1,34:00:00,7,18,0.389,0,0,,4,4,1,0,3,3,2,0,1,4,3,18,6
Kobe Bryant,2005-2006,Regular,11/16/2005,27-085,LAL,Home,NYK,W ,97,92,1,44:00:00,15,36,0.417,0,1,0,12,14,0.857,3,2,5,3,2,1,0,3,42,28.3
Kobe Bryant,2005-2006,Regular,11/18/2005,27-087,LAL,Home,LAC,L ,91,97,1,43:28:00,12,35,0.343,1,6,0.167,11,12,0.917,1,3,4,5,0,0,2,2,36,18.2
Kobe Bryant,2005-2006,Regular,11/20/2005,27-089,LAL,Home,CHI,L ,93,96,1,46:06:00,17,34,0.5,1,4,0.25,8,12,0.667,1,5,6,3,2,0,3,3,43,26.5
Kobe Bryant,2005-2006,Regular,11/24/2005,27-093,LAL,Home,SEA,W ,108,96,1,38:46:00,12,26,0.462,4,5,0.8,6,8,0.75,1,1,2,5,0,0,2,4,34,20.7
Kobe Bryant,2005-2006,Regular,11/27/2005,27-096,LAL,Home,NJN,L ,96,102,1,49:31:00,14,36,0.389,4,12,0.333,14,16,0.875,0,3,3,3,2,0,5,5,46,23.6
Kobe Bryant,2005-2006,Regular,11/29/2005,27-098,LAL,Away,SAS,L ,84,90,1,41:24:00,9,33,0.273,0,6,0,7,8,0.875,1,3,4,0,4,1,3,0,25,8.4
Kobe Bryant,2005-2006,Regular,12/1/2005,27-100,LAL,Away,UTA,W ,105,101,1,44:20:00,11,31,0.355,2,6,0.333,6,9,0.667,2,5,7,3,2,0,2,6,30,14.1
Kobe Bryant,2005-2006,Regular,12/2/2005,27-101,LAL,Home,MIN,L ,108,113,1,41:25:00,9,16,0.563,1,3,0.333,1,2,0.5,3,6,9,8,2,1,1,0,20,23.2
Kobe Bryant,2005-2006,Regular,12/4/2005,27-103,LAL,Home,CHA,W ,99,98,1,40:15:00,9,30,0.3,0,4,0,11,12,0.917,2,4,6,4,1,0,2,3,29,14.4
Kobe Bryant,2005-2006,Regular,12/6/2005,27-105,LAL,Away,MIL,W ,111,92,1,40:42:00,14,24,0.583,0,2,0,5,5,1,1,4,5,6,1,1,2,1,33,27.2
Kobe Bryant,2005-2006,Regular,12/7/2005,27-106,LAL,Away,TOR,W ,102,91,1,26:23:00,5,12,0.417,1,2,0.5,0,2,0,1,1,2,9,0,0,4,2,11,6.3
Kobe Bryant,2005-2006,Regular,12/9/2005,27-108,LAL,Away,CHI,W ,93,80,1,37:25:00,9,21,0.429,0,1,0,5,7,0.714,1,8,9,8,1,0,4,2,23,16
Kobe Bryant,2005-2006,Regular,12/10/2005,27-109,LAL,Away,MIN,L ,82,95,1,40:47:00,11,20,0.55,3,6,0.5,10,12,0.833,0,4,4,3,0,1,7,1,35,21.2
Kobe Bryant,2005-2006,Regular,12/12/2005,27-111,LAL,Away,DAL,W ,109,106,1,43:15:00,15,33,0.455,3,9,0.333,10,12,0.833,2,3,5,2,4,1,2,3,43,30.3
Kobe Bryant,2005-2006,Regular,12/14/2005,27-113,LAL,Away,MEM,W ,94,79,1,31:18:00,10,17,0.588,2,4,0.5,5,8,0.625,2,6,8,3,1,0,3,2,27,20.4
Kobe Bryant,2005-2006,Regular,12/16/2005,27-115,LAL,Home,WAS,W ,97,91,1,36:54:00,14,24,0.583,2,3,0.667,11,14,0.786,2,6,8,4,1,1,1,5,41,33.3
Kobe Bryant,2005-2006,Regular,12/18/2005,27-117,LAL,Home,HOU,L ,74,76,1,37:47:00,6,13,0.462,1,3,0.333,11,12,0.917,0,2,2,6,2,0,3,2,24,19.9
Kobe Bryant,2005-2006,Regular,12/20/2005,27-119,LAL,Home,DAL,W ,112,90,1,32:53:00,18,31,0.581,4,10,0.4,22,25,0.88,3,5,8,0,3,0,2,3,62,49.7
Kobe Bryant,2005-2006,Regular,12/23/2005,27-122,LAL,Away,ORL,W ,104,88,1,39:19:00,6,16,0.375,0,4,0,9,12,0.75,0,2,2,9,0,1,1,3,21,16.4
Kobe Bryant,2005-2006,Regular,12/25/2005,27-124,LAL,Away,MIA,L ,92,97,1,44:17:00,12,30,0.4,0,8,0,13,19,0.684,2,6,8,6,0,2,3,5,37,22.2
Kobe Bryant,2005-2006,Regular,12/26/2005,27-125,LAL,Away,WAS,L ,91,94,1,38:06:00,10,27,0.37,2,6,0.333,9,10,0.9,0,5,5,2,0,1,5,2,31,13.5
Kobe Bryant,2005-2006,Regular,12/28/2005,27-127,LAL,Home,MEM,L ,99,100,1,46:35:00,13,37,0.351,4,8,0.5,15,19,0.789,2,5,7,4,2,1,2,5,45,27.1
Kobe Bryant,2005-2006,Regular,1/1/2006,27-131,LAL,Home,UTA,L ,94,98,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2005-2006,Regular,1/3/2006,27-133,LAL,Away,UTA,L ,80,90,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2005-2006,Regular,1/6/2006,27-136,LAL,Home,PHI,W ,119,93,1,35:20:00,19,29,0.655,7,7,1,3,4,0.75,0,10,10,2,2,0,7,2,48,33.5
Kobe Bryant,2005-2006,Regular,1/7/2006,27-137,LAL,Away,LAC,W ,112,109,1,45:21:00,17,41,0.415,7,15,0.467,9,10,0.9,3,5,8,8,1,0,3,2,50,34.1
Kobe Bryant,2005-2006,Regular,1/9/2006,27-139,LAL,Home,IND,W ,96,90,1,44:50:00,14,32,0.438,2,6,0.333,15,21,0.714,1,9,10,5,1,0,2,4,45,30.1
Kobe Bryant,2005-2006,Regular,1/11/2006,27-141,LAL,Away,POR,L ,103,113,1,44:28:00,13,29,0.448,3,13,0.231,12,13,0.923,0,2,2,3,4,0,2,5,41,28.2
Kobe Bryant,2005-2006,Regular,1/12/2006,27-142,LAL,Home,CLE,W ,99,98,1,37:10:00,9,21,0.429,1,5,0.2,8,8,1,0,2,2,2,2,0,5,4,27,13.3
Kobe Bryant,2005-2006,Regular,1/14/2006,27-144,LAL,Away,GSW,W ,110,104,1,41:10:00,13,28,0.464,1,5,0.2,11,11,1,0,7,7,7,0,0,3,2,38,26.8
Kobe Bryant,2005-2006,Regular,1/16/2006,27-146,LAL,Home,MIA,W ,100,92,1,40:54:00,13,24,0.542,2,5,0.4,9,9,1,0,3,3,4,1,0,1,3,37,27.9
Kobe Bryant,2005-2006,Regular,1/19/2006,27-149,LAL,Away,SAC,L ,109,118,1,44:07:00,17,35,0.486,4,12,0.333,13,13,1,0,9,9,4,1,0,4,2,51,35
Kobe Bryant,2005-2006,Regular,1/20/2006,27-150,LAL,Away,PHO,L ,93,106,1,40:21:00,12,33,0.364,4,12,0.333,9,9,1,0,2,2,2,3,0,4,4,37,18.1
Kobe Bryant,2005-2006,Regular,1/22/2006,27-152,LAL,Home,TOR,W ,122,104,1,41:56:00,28,46,0.609,7,13,0.538,18,20,0.9,2,4,6,2,3,1,3,1,81,63.5
Kobe Bryant,2005-2006,Regular,1/27/2006,27-157,LAL,Home,GSW,W ,106,105,1,49:11:00,7,22,0.318,2,4,0.5,14,16,0.875,0,5,5,8,0,0,6,3,30,16.5
Kobe Bryant,2005-2006,Regular,1/29/2006,27-159,LAL,Away,DET,L ,93,102,1,42:25:00,12,28,0.429,3,11,0.273,12,14,0.857,0,6,6,3,1,0,3,3,39,24.1
Kobe Bryant,2005-2006,Regular,1/31/2006,27-161,LAL,Away,NYK,W ,130,97,1,33:53:00,7,17,0.412,3,8,0.375,23,26,0.885,1,2,3,3,4,0,3,4,40,32.5
Kobe Bryant,2005-2006,Regular,2/1/2006,27-162,LAL,Away,IND,L ,79,105,1,35:26:00,8,24,0.333,2,8,0.25,8,9,0.889,0,5,5,2,4,1,1,3,26,17.4
Kobe Bryant,2005-2006,Regular,2/3/2006,27-164,LAL,Away,CHA,L ,102,112,1,41:03:00,12,18,0.667,2,7,0.286,9,9,1,0,9,9,5,4,0,7,2,35,29.6
Kobe Bryant,2005-2006,Regular,2/4/2006,27-165,LAL,Away,NOK,L ,90,106,1,37:42:00,13,26,0.5,5,11,0.455,4,5,0.8,0,6,6,5,0,0,7,5,35,17.9
Kobe Bryant,2005-2006,Regular,2/7/2006,27-168,LAL,Away,DAL,L ,87,102,1,42:22:00,5,22,0.227,3,11,0.273,11,13,0.846,0,4,4,4,3,0,4,4,24,11.2
Kobe Bryant,2005-2006,Regular,2/8/2006,27-169,LAL,Away,HOU,W ,89,78,1,45:15:00,13,29,0.448,2,8,0.25,4,5,0.8,0,3,3,9,6,1,0,1,32,30
Kobe Bryant,2005-2006,Regular,2/11/2006,27-172,LAL,Home,MEM,L ,99,100,1,45:33:00,10,28,0.357,1,8,0.125,5,7,0.714,0,4,4,4,2,2,4,3,26,11.8
Kobe Bryant,2005-2006,Regular,2/13/2006,27-174,LAL,Home,UTA,W ,94,88,1,36:02:00,6,20,0.3,3,8,0.375,8,8,1,0,4,4,3,7,0,0,2,23,20.9
Kobe Bryant,2005-2006,Regular,2/15/2006,27-176,LAL,Home,ATL,L ,110,114,1,46:44:00,14,28,0.5,5,14,0.357,6,12,0.5,2,1,3,9,2,0,4,3,39,27.4
Kobe Bryant,2005-2006,Regular,2/21/2006,27-182,LAL,Home,POR,W ,99,82,1,42:23:00,11,19,0.579,5,8,0.625,0,1,0,0,6,6,4,5,1,2,2,27,25.2
Kobe Bryant,2005-2006,Regular,2/23/2006,27-184,LAL,Home,SAC,W ,106,85,1,36:26:00,14,27,0.519,4,7,0.571,4,4,1,0,6,6,10,2,0,1,4,36,30.9
Kobe Bryant,2005-2006,Regular,2/24/2006,27-185,LAL,Away,LAC,L ,83,102,1,43:36:00,12,29,0.414,5,11,0.455,10,12,0.833,0,4,4,8,2,0,5,3,39,25.3
Kobe Bryant,2005-2006,Regular,2/26/2006,27-187,LAL,Home,BOS,L ,111,112,1,40:02:00,11,23,0.478,3,8,0.375,15,17,0.882,1,7,8,6,1,0,3,5,40,30.5
Kobe Bryant,2005-2006,Regular,2/28/2006,27-189,LAL,Home,ORL,W ,102,87,1,43:53:00,11,20,0.55,4,9,0.444,2,2,1,1,3,4,8,3,0,2,2,28,25.8
Kobe Bryant,2005-2006,Regular,3/1/2006,27-190,LAL,Away,POR,L ,93,99,1,41:25:00,10,27,0.37,0,6,0,15,15,1,0,6,6,5,2,0,4,3,35,22.2
Kobe Bryant,2005-2006,Regular,3/3/2006,27-192,LAL,Away,GSW,W ,106,94,1,41:54:00,11,29,0.379,4,8,0.5,16,18,0.889,0,4,4,5,3,0,6,3,42,25.8
Kobe Bryant,2005-2006,Regular,3/4/2006,27-193,LAL,Home,DET,W ,105,94,1,36:10:00,13,26,0.5,1,3,0.333,13,13,1,0,5,5,4,0,0,2,3,40,28.1
Kobe Bryant,2005-2006,Regular,3/6/2006,27-195,LAL,Home,SAS,L ,96,103,1,40:56:00,17,32,0.531,3,8,0.375,6,6,1,0,6,6,3,0,0,2,2,43,28.5
Kobe Bryant,2005-2006,Regular,3/8/2006,27-197,LAL,Away,NOK,W ,113,107,1,43:56:00,12,33,0.364,2,6,0.333,14,16,0.875,4,2,6,1,3,1,2,2,40,25.9
Kobe Bryant,2005-2006,Regular,3/10/2006,27-199,LAL,Away,SAS,W ,100,92,1,43:13:00,11,29,0.379,1,5,0.2,6,7,0.857,0,4,4,4,2,0,2,1,29,16.3
Kobe Bryant,2005-2006,Regular,3/12/2006,27-201,LAL,Home,SEA,L ,113,120,1,43:44:00,8,29,0.276,2,13,0.154,4,5,0.8,1,4,5,7,2,0,5,2,22,7.5
Kobe Bryant,2005-2006,Regular,3/14/2006,27-203,LAL,Away,SAC,L ,98,114,1,44:48:00,12,28,0.429,4,8,0.5,2,3,0.667,2,5,7,7,1,1,3,3,30,20.1
Kobe Bryant,2005-2006,Regular,3/15/2006,27-204,LAL,Home,MIN,W ,92,89,1,42:28:00,12,25,0.48,0,3,0,1,1,1,0,1,1,3,1,1,2,1,25,14
Kobe Bryant,2005-2006,Regular,3/17/2006,27-206,LAL,Away,NJN,L ,89,92,1,44:52:00,9,24,0.375,2,8,0.25,4,4,1,0,2,2,11,1,1,7,5,24,11.8
Kobe Bryant,2005-2006,Regular,3/19/2006,27-208,LAL,Away,CLE,L ,95,96,1,45:00:00,15,33,0.455,1,4,0.25,7,7,1,0,6,6,5,3,1,3,4,38,25.3
Kobe Bryant,2005-2006,Regular,3/20/2006,27-209,LAL,Away,BOS,W ,105,97,1,40:37:00,18,39,0.462,0,5,0,7,10,0.7,2,3,5,4,5,0,2,3,43,28.6
Kobe Bryant,2005-2006,Regular,3/22/2006,27-211,LAL,Home,SAC,W ,87,80,1,40:40:00,11,20,0.55,2,3,0.667,4,6,0.667,0,5,5,4,3,0,4,2,28,20.1
Kobe Bryant,2005-2006,Regular,3/24/2006,27-213,LAL,Home,MIL,W ,101,96,1,43:37:00,12,26,0.462,5,10,0.5,14,14,1,0,5,5,2,0,0,4,2,43,27.7
Kobe Bryant,2005-2006,Regular,3/26/2006,27-215,LAL,Home,NOK,W ,105,94,1,40:44:00,10,19,0.526,1,3,0.333,9,11,0.818,0,5,5,2,3,0,4,3,30,20.6
Kobe Bryant,2005-2006,Regular,3/30/2006,27-219,LAL,Home,SAS,L ,85,96,1,37:04:00,9,26,0.346,0,6,0,5,5,1,1,6,7,2,1,1,6,3,23,6.8
Kobe Bryant,2005-2006,Regular,3/31/2006,27-220,LAL,Away,SEA,W ,106,93,1,46:03:00,17,38,0.447,1,4,0.25,8,8,1,1,4,5,4,1,1,6,3,43,22.4
Kobe Bryant,2005-2006,Regular,4/2/2006,27-222,LAL,Home,HOU,W ,104,88,1,35:57:00,19,32,0.594,3,5,0.6,2,2,1,1,2,3,6,1,0,2,3,43,31.5
Kobe Bryant,2005-2006,Regular,4/6/2006,27-226,LAL,Away,DEN,L ,108,110,1,45:45:00,13,32,0.406,3,7,0.429,13,14,0.929,3,5,8,1,0,0,3,5,42,23.7
Kobe Bryant,2005-2006,Regular,4/7/2006,27-227,LAL,Away,PHO,L ,96,107,1,42:16:00,19,33,0.576,5,11,0.455,8,10,0.8,0,5,5,3,1,0,2,3,51,36.1
Kobe Bryant,2005-2006,Regular,4/9/2006,27-229,LAL,Home,LAC,W ,100,83,1,47:21:00,14,27,0.519,3,7,0.429,7,9,0.778,0,5,5,5,3,0,4,4,38,26.3
Kobe Bryant,2005-2006,Regular,4/11/2006,27-231,LAL,Home,GSW,W ,111,100,1,34:15:00,10,22,0.455,2,8,0.25,9,14,0.643,1,3,4,5,2,0,1,4,31,22.1
Kobe Bryant,2005-2006,Regular,4/14/2006,27-234,LAL,Home,POR,W ,110,99,1,43:50:00,17,28,0.607,5,10,0.5,11,14,0.786,1,5,6,1,5,0,3,4,50,39.3
Kobe Bryant,2005-2006,Regular,4/16/2006,27-236,LAL,Home,PHO,W ,109,89,1,38:36:00,11,28,0.393,1,5,0.2,20,23,0.87,2,6,8,5,3,0,1,2,43,34.5
Kobe Bryant,2005-2006,Regular,4/19/2006,27-239,LAL,Home,NOK,W ,115,95,1,29:05:00,13,26,0.5,4,10,0.4,5,5,1,1,4,5,3,3,0,1,2,35,27.2
Kobe Bryant,2006-2007,Regular,10/31/2006,28-069,LAL,Home,PHO,W ,114,106,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2006-2007,Regular,11/1/2006,28-070,LAL,Away,GSW,W ,110,98,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2006-2007,Regular,11/3/2006,28-072,LAL,Home,SEA,W ,118,112,1,41:05:00,8,15,0.533,0,0,,7,10,0.7,0,4,4,6,1,0,6,3,23,13.7
Kobe Bryant,2006-2007,Regular,11/5/2006,28-074,LAL,Away,SEA,L ,101,117,1,39:03:00,4,10,0.4,0,4,0,7,8,0.875,0,4,4,9,1,0,3,5,15,12.7
Kobe Bryant,2006-2007,Regular,11/7/2006,28-076,LAL,Home,MIN,W ,95,88,1,35:24:00,5,7,0.714,0,0,,7,7,1,1,3,4,6,2,0,5,3,17,15.7
Kobe Bryant,2006-2007,Regular,11/8/2006,28-077,LAL,Away,POR,L ,90,101,1,36:07:00,12,19,0.632,1,5,0.2,7,9,0.778,1,2,3,1,1,0,6,4,32,18.1
Kobe Bryant,2006-2007,Regular,11/10/2006,28-079,LAL,Home,DET,L ,83,97,1,35:47:00,5,11,0.455,1,4,0.25,8,9,0.889,0,3,3,2,4,0,3,2,19,15.4
Kobe Bryant,2006-2007,Regular,11/12/2006,28-081,LAL,Home,MEM,W ,91,81,1,38:09:00,7,17,0.412,1,3,0.333,6,7,0.857,1,5,6,6,0,0,5,2,21,12.1
Kobe Bryant,2006-2007,Regular,11/17/2006,28-086,LAL,Home,TOR,W ,107,100,1,40:16:00,10,19,0.526,0,2,0,11,12,0.917,1,10,11,7,0,0,6,2,31,23.1
Kobe Bryant,2006-2007,Regular,11/19/2006,28-088,LAL,Home,CHI,W ,82,72,1,40:12:00,5,14,0.357,1,1,1,7,8,0.875,0,4,4,4,2,0,4,3,18,10.6
Kobe Bryant,2006-2007,Regular,11/21/2006,28-090,LAL,Home,LAC,W ,105,101,1,38:20:00,12,23,0.522,1,1,1,15,18,0.833,2,3,5,5,3,0,1,4,40,33.7
Kobe Bryant,2006-2007,Regular,11/24/2006,28-093,LAL,Away,UTA,L ,108,114,1,40:54:00,9,18,0.5,2,6,0.333,7,10,0.7,0,5,5,2,1,1,0,1,27,21
Kobe Bryant,2006-2007,Regular,11/26/2006,28-095,LAL,Home,NJN,W ,99,93,1,42:43:00,8,24,0.333,1,4,0.25,2,4,0.5,2,4,6,10,0,0,2,3,19,11
Kobe Bryant,2006-2007,Regular,11/28/2006,28-097,LAL,Home,MIL,L ,105,109,1,41:04:00,7,23,0.304,6,14,0.429,7,7,1,1,1,2,4,1,1,1,5,27,16.2
Kobe Bryant,2006-2007,Regular,11/30/2006,28-099,LAL,Home,UTA,W ,132,102,1,34:21:00,19,26,0.731,2,3,0.667,12,15,0.8,0,4,4,3,0,1,1,5,52,41.2
Kobe Bryant,2006-2007,Regular,12/2/2006,28-101,LAL,Away,LAC,W ,97,88,1,39:52:00,11,23,0.478,0,4,0,7,8,0.875,1,4,5,3,1,0,7,3,29,13.7
Kobe Bryant,2006-2007,Regular,12/4/2006,28-103,LAL,Home,IND,W ,101,87,1,21:38,7,16,0.438,3,8,0.375,4,4,1,2,1,3,2,3,1,2,1,21,17
Kobe Bryant,2006-2007,Regular,12/6/2006,28-105,LAL,Home,NOK,L ,89,105,1,37:03:00,10,17,0.588,2,6,0.333,2,2,1,0,2,2,4,2,0,1,3,24,19.3
Kobe Bryant,2006-2007,Regular,12/8/2006,28-107,LAL,Home,ATL,W ,106,95,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2006-2007,Regular,12/10/2006,28-109,LAL,Home,SAS,W ,106,99,1,39:25:00,13,25,0.52,4,5,0.8,4,4,1,2,6,8,1,3,0,4,2,34,23.8
Kobe Bryant,2006-2007,Regular,12/12/2006,28-111,LAL,Away,HOU,W ,102,94,1,42:54:00,8,26,0.308,2,8,0.25,5,6,0.833,0,8,8,7,1,0,4,3,23,10.7
Kobe Bryant,2006-2007,Regular,12/13/2006,28-112,LAL,Away,DAL,L ,101,110,1,43:33:00,9,18,0.5,1,6,0.167,14,17,0.824,2,5,7,4,2,1,4,3,33,26
Kobe Bryant,2006-2007,Regular,12/15/2006,28-114,LAL,Home,HOU,W ,112,101,1,54:01:00,17,38,0.447,5,8,0.625,14,16,0.875,0,10,10,8,2,1,5,1,53,38.3
Kobe Bryant,2006-2007,Regular,12/17/2006,28-116,LAL,Home,WAS,L ,141,147,1,46:47:00,15,24,0.625,7,11,0.636,8,10,0.8,2,6,8,10,1,1,4,5,45,39.3
Kobe Bryant,2006-2007,Regular,12/19/2006,28-118,LAL,Away,CHI,L ,89,94,1,38:00:00,6,19,0.316,0,5,0,7,8,0.875,0,3,3,4,0,1,4,6,19,5.7
Kobe Bryant,2006-2007,Regular,12/20/2006,28-119,LAL,Away,MIN,W ,111,94,1,30:18:00,10,17,0.588,0,1,0,4,6,0.667,0,3,3,6,2,1,2,2,24,20.3
Kobe Bryant,2006-2007,Regular,12/22/2006,28-121,LAL,Away,NJN,W ,99,95,1,39:57:00,4,13,0.308,2,5,0.4,11,12,0.917,0,6,6,11,0,0,3,4,21,18
Kobe Bryant,2006-2007,Regular,12/25/2006,28-124,LAL,Away,MIA,L ,85,101,1,37:55:00,4,17,0.235,0,4,0,8,9,0.889,0,2,2,4,1,0,3,4,16,5.1
Kobe Bryant,2006-2007,Regular,12/27/2006,28-126,LAL,Away,ORL,W ,106,93,1,36:23:00,8,22,0.364,0,3,0,11,12,0.917,0,3,3,7,2,1,3,4,27,18.3
Kobe Bryant,2006-2007,Regular,12/29/2006,28-128,LAL,Away,CHA,L ,124,133,1,54:28:00,22,45,0.489,4,11,0.364,10,12,0.833,0,5,5,4,0,0,4,6,58,32.4
Kobe Bryant,2006-2007,Regular,12/31/2006,28-130,LAL,Home,PHI,W ,104,94,1,38:29:00,15,22,0.682,3,6,0.5,2,2,1,1,7,8,6,1,0,2,1,35,31.2
Kobe Bryant,2006-2007,Regular,1/4/2007,28-134,LAL,Away,SAC,W ,132,128,1,48:07:00,11,21,0.524,3,5,0.6,17,20,0.85,3,7,10,9,0,0,4,5,42,35
Kobe Bryant,2006-2007,Regular,1/5/2007,28-135,LAL,Home,DEN,W ,123,104,1,27:36:00,2,9,0.222,1,4,0.25,3,4,0.75,1,4,5,10,0,0,3,3,8,6.8
Kobe Bryant,2006-2007,Regular,1/7/2007,28-137,LAL,Home,DAL,W ,101,98,1,40:57:00,9,20,0.45,0,2,0,8,9,0.889,0,8,8,6,1,1,3,3,26,19.3
Kobe Bryant,2006-2007,Regular,1/9/2007,28-139,LAL,Away,MEM,L ,118,128,1,29:45:00,7,15,0.467,2,6,0.333,9,9,1,0,3,3,6,3,2,3,2,25,23
Kobe Bryant,2006-2007,Regular,1/10/2007,28-140,LAL,Away,HOU,L ,77,102,1,34:03:00,6,18,0.333,0,3,0,8,9,0.889,1,5,6,1,1,0,2,2,20,10.5
Kobe Bryant,2006-2007,Regular,1/12/2007,28-142,LAL,Home,ORL,W ,109,106,1,39:39:00,9,15,0.6,0,2,0,10,11,0.909,2,6,8,7,1,0,2,3,28,26.6
Kobe Bryant,2006-2007,Regular,1/15/2007,28-145,LAL,Home,MIA,W ,124,118,1,43:47:00,11,24,0.458,0,2,0,3,3,1,1,3,4,8,0,1,1,2,25,18.7
Kobe Bryant,2006-2007,Regular,1/17/2007,28-147,LAL,Away,SAS,W ,100,96,1,36:12:00,12,19,0.632,0,2,0,10,11,0.909,0,6,6,8,1,0,7,2,34,25.7
Kobe Bryant,2006-2007,Regular,1/18/2007,28-148,LAL,Away,DAL,L ,95,114,1,33:30:00,8,18,0.444,0,3,0,10,11,0.909,1,2,3,5,0,0,6,3,26,13.8
Kobe Bryant,2006-2007,Regular,1/20/2007,28-150,LAL,Away,NOK,L ,103,113,1,38:50:00,7,22,0.318,3,7,0.429,6,8,0.75,2,4,6,7,2,1,1,2,23,18
Kobe Bryant,2006-2007,Regular,1/22/2007,28-152,LAL,Home,GSW,W ,108,103,1,38:52:00,11,22,0.5,4,7,0.571,16,19,0.842,1,7,8,1,2,1,5,1,42,30.6
