Player,Year,Season,Date,Age,Team,Location,Opponent,Win,PTS_TM,PTS_OPP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Kobe Bryant,2006-2007,Regular,1/26/2007,28-156,LAL,Home,CHA,L ,97,106,1,50:01:00,10,24,0.417,2,5,0.4,10,12,0.833,2,4,6,5,0,0,9,3,32,14.3
Kobe Bryant,2006-2007,Regular,1/28/2007,28-158,LAL,Home,SAS,L ,94,96,1,46:50:00,13,25,0.52,1,2,0.5,4,5,0.8,0,6,6,7,1,1,3,2,31,22.9
Kobe Bryant,2006-2007,Regular,1/30/2007,28-160,LAL,Away,NYK,L ,94,99,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2006-2007,Regular,1/31/2007,28-161,LAL,Away,BOS,W ,111,98,1,41:46:00,13,25,0.52,7,9,0.778,10,13,0.769,1,7,8,8,0,2,2,2,43,36.5
Kobe Bryant,2006-2007,Regular,2/2/2007,28-163,LAL,Away,IND,L ,84,95,1,39:37:00,7,25,0.28,2,8,0.25,6,6,1,0,5,5,4,5,0,4,1,22,12.2
Kobe Bryant,2006-2007,Regular,2/3/2007,28-164,LAL,Away,WAS,W ,118,102,1,43:57:00,14,26,0.538,2,5,0.4,9,10,0.9,2,4,6,6,2,0,4,3,39,29.6
Kobe Bryant,2006-2007,Regular,2/5/2007,28-166,LAL,Away,ATL,W ,90,83,1,40:40:00,10,18,0.556,2,5,0.4,5,6,0.833,1,5,6,4,3,0,3,3,27,21.8
Kobe Bryant,2006-2007,Regular,2/8/2007,28-169,LAL,Away,DET,L ,78,93,1,37:54:00,5,13,0.385,2,5,0.4,6,6,1,1,4,5,5,2,0,8,1,18,9.9
Kobe Bryant,2006-2007,Regular,2/9/2007,28-170,LAL,Away,TOR,L ,92,96,1,42:49:00,10,23,0.435,1,4,0.25,4,4,1,1,8,9,5,3,1,3,1,25,19.8
Kobe Bryant,2006-2007,Regular,2/11/2007,28-172,LAL,Away,CLE,L ,90,99,1,43:53:00,12,24,0.5,1,5,0.2,11,11,1,0,7,7,6,1,0,4,5,36,25.3
Kobe Bryant,2006-2007,Regular,2/13/2007,28-174,LAL,Home,NYK,L ,106,107,1,38:10:00,9,20,0.45,2,4,0.5,11,11,1,3,4,7,4,2,0,1,1,31,27.3
Kobe Bryant,2006-2007,Regular,2/15/2007,28-176,LAL,Home,CLE,L ,108,114,1,40:37:00,9,22,0.409,2,7,0.286,14,15,0.933,1,5,6,5,2,0,6,3,34,22.3
Kobe Bryant,2006-2007,Regular,2/21/2007,28-182,LAL,Home,POR,L ,108,112,1,39:43:00,8,22,0.364,0,3,0,9,11,0.818,3,5,8,6,2,1,1,3,25,20.3
Kobe Bryant,2006-2007,Regular,2/23/2007,28-184,LAL,Home,BOS,W ,122,96,1,31:12:00,13,23,0.565,5,7,0.714,7,9,0.778,0,2,2,9,5,0,3,1,38,34.8
Kobe Bryant,2006-2007,Regular,2/25/2007,28-186,LAL,Away,GSW,W ,102,85,1,36:27:00,9,23,0.391,2,8,0.25,6,7,0.857,1,5,6,6,3,0,4,2,26,17.7
Kobe Bryant,2006-2007,Regular,2/26/2007,28-187,LAL,Away,UTA,W ,102,94,1,43:34:00,7,21,0.333,0,4,0,21,24,0.875,2,6,8,4,2,0,4,3,35,24.7
Kobe Bryant,2006-2007,Regular,3/2/2007,28-191,LAL,Home,SAC,L ,108,116,1,40:40:00,10,22,0.455,1,5,0.2,9,9,1,0,4,4,10,0,0,1,3,30,24.6
Kobe Bryant,2006-2007,Regular,3/4/2007,28-193,LAL,Away,PHO,L ,94,99,1,44:51:00,11,28,0.393,1,5,0.2,8,10,0.8,1,3,4,6,1,1,3,1,31,19.1
Kobe Bryant,2006-2007,Regular,3/6/2007,28-195,LAL,Away,MIN,L ,107,117,1,53:27:00,13,30,0.433,3,10,0.3,11,13,0.846,3,10,13,8,2,3,4,3,40,33
Kobe Bryant,2006-2007,Regular,3/7/2007,28-196,LAL,Away,MIL,L ,90,110,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,2006-2007,Regular,3/9/2007,28-198,LAL,Away,PHI,L ,92,108,1,44:25:00,12,27,0.444,3,7,0.429,3,3,1,0,4,4,4,1,0,3,4,30,16.3
Kobe Bryant,2006-2007,Regular,3/11/2007,28-200,LAL,Home,DAL,L ,72,108,1,36:32:00,6,19,0.316,0,2,0,13,18,0.722,2,7,9,3,0,0,5,1,25,12.3
Kobe Bryant,2006-2007,Regular,3/15/2007,28-204,LAL,Away,DEN,L ,86,113,1,37:49:00,9,19,0.474,0,5,0,7,8,0.875,2,3,5,9,0,0,1,4,25,20.9
Kobe Bryant,2006-2007,Regular,3/16/2007,28-205,LAL,Home,POR,W ,116,111,1,49:58:00,23,39,0.59,8,12,0.667,11,12,0.917,1,6,7,3,3,0,2,3,65,50.9
Kobe Bryant,2006-2007,Regular,3/18/2007,28-207,LAL,Home,MIN,W ,109,102,1,44:33:00,17,35,0.486,4,9,0.444,12,14,0.857,1,5,6,3,3,0,3,1,50,35.4
Kobe Bryant,2006-2007,Regular,3/22/2007,28-211,LAL,Away,MEM,W ,121,119,1,45:11:00,20,37,0.541,3,7,0.429,17,18,0.944,2,3,5,4,0,0,2,4,60,43.2
Kobe Bryant,2006-2007,Regular,3/23/2007,28-212,LAL,Away,NOK,W ,111,105,1,46:52:00,16,29,0.552,2,5,0.4,16,16,1,1,6,7,1,0,1,1,2,50,38.2
Kobe Bryant,2006-2007,Regular,3/25/2007,28-214,LAL,Home,GSW,W ,115,113,1,46:22:00,15,33,0.455,4,11,0.364,9,11,0.818,4,5,9,0,1,1,7,2,43,23.3
Kobe Bryant,2006-2007,Regular,3/27/2007,28-216,LAL,Home,MEM,L ,86,88,1,44:13:00,7,26,0.269,3,7,0.429,6,9,0.667,3,2,5,5,3,0,1,0,23,14.6
Kobe Bryant,2006-2007,Regular,3/30/2007,28-219,LAL,Home,HOU,L ,104,107,1,47:34:00,19,44,0.432,3,9,0.333,12,14,0.857,1,1,2,2,0,0,3,2,53,27.6
Kobe Bryant,2006-2007,Regular,4/1/2007,28-221,LAL,Home,SAC,W ,126,103,1,37:59:00,6,14,0.429,1,2,0.5,6,6,1,0,2,2,13,3,1,4,1,19,20.6
Kobe Bryant,2006-2007,Regular,4/3/2007,28-223,LAL,Home,DEN,L ,105,111,1,44:38:00,14,31,0.452,0,5,0,11,11,1,0,3,3,4,0,3,3,3,39,24.5
Kobe Bryant,2006-2007,Regular,4/4/2007,28-224,LAL,Away,LAC,L ,82,90,1,44:42:00,13,34,0.382,0,3,0,3,4,0.75,0,7,7,3,2,2,4,3,29,12.4
Kobe Bryant,2006-2007,Regular,4/6/2007,28-226,LAL,Away,SEA,W ,112,109,1,40:54:00,13,27,0.481,1,4,0.25,19,24,0.792,1,4,5,6,3,1,1,2,46,38.3
Kobe Bryant,2006-2007,Regular,4/8/2007,28-228,LAL,Home,PHO,L ,107,115,1,43:40:00,14,25,0.56,1,5,0.2,5,5,1,0,3,3,7,1,1,5,2,34,23.8
Kobe Bryant,2006-2007,Regular,4/9/2007,28-229,LAL,Away,DEN,L ,111,115,1,46:14:00,9,30,0.3,1,5,0.2,4,5,0.8,0,5,5,10,1,0,4,1,23,10.3
Kobe Bryant,2006-2007,Regular,4/12/2007,28-232,LAL,Home,LAC,L ,110,118,1,48:00:00,17,33,0.515,1,4,0.25,15,15,1,0,9,9,1,2,0,3,3,50,34.9
Kobe Bryant,2006-2007,Regular,4/13/2007,28-233,LAL,Away,PHO,L ,85,93,1,42:06:00,7,26,0.269,1,6,0.167,2,2,1,1,5,6,4,1,1,2,2,17,5.5
Kobe Bryant,2006-2007,Regular,4/15/2007,28-235,LAL,Home,SEA,W ,109,98,1,42:05:00,18,25,0.72,3,6,0.5,11,13,0.846,2,6,8,3,2,0,1,2,50,44.4
Kobe Bryant,2006-2007,Regular,4/18/2007,28-238,LAL,Away,SAC,W ,117,106,1,34:23:00,12,19,0.632,0,2,0,10,12,0.833,1,6,7,6,1,0,1,4,34,29.8
Kobe Bryant,2007-2008,Regular,10/30/2007,29-068,LAL,Home,HOU,L ,93,95,1,42:40:00,13,32,0.406,1,3,0.333,18,27,0.667,0,8,8,4,4,1,5,4,45,27.5
Kobe Bryant,2007-2008,Regular,11/2/2007,29-071,LAL,Away,PHO,W ,119,98,1,27:57:00,6,15,0.4,1,3,0.333,3,3,1,3,8,11,4,3,0,5,0,16,13.2
Kobe Bryant,2007-2008,Regular,11/4/2007,29-073,LAL,Home,UTA,W ,119,109,1,42:41:00,13,19,0.684,1,2,0.5,6,8,0.75,0,6,6,3,3,2,5,4,33,25.8
Kobe Bryant,2007-2008,Regular,11/6/2007,29-075,LAL,Home,NOH,L ,104,118,1,37:22:00,11,20,0.55,2,6,0.333,4,4,1,1,5,6,7,0,3,4,5,28,21.6
Kobe Bryant,2007-2008,Regular,11/9/2007,29-078,LAL,Home,MIN,W ,107,93,1,39:41:00,9,19,0.474,3,8,0.375,9,10,0.9,1,6,7,7,4,0,5,1,30,25.9
Kobe Bryant,2007-2008,Regular,11/13/2007,29-082,LAL,Away,SAS,L ,92,107,1,38:25:00,9,19,0.474,0,5,0,0,0,,0,9,9,5,2,3,3,1,18,15.2
Kobe Bryant,2007-2008,Regular,11/14/2007,29-083,LAL,Away,HOU,W ,93,90,1,38:27:00,11,23,0.478,2,5,0.4,6,6,1,1,7,8,5,1,1,4,2,30,21.5
Kobe Bryant,2007-2008,Regular,11/16/2007,29-085,LAL,Home,DET,W ,103,91,1,36:53:00,6,18,0.333,2,4,0.5,5,5,1,0,4,4,7,1,0,2,2,19,13.1
Kobe Bryant,2007-2008,Regular,11/18/2007,29-087,LAL,Home,CHI,W ,106,78,1,32:21:00,6,16,0.375,0,2,0,6,7,0.857,0,5,5,3,3,0,4,1,18,11
Kobe Bryant,2007-2008,Regular,11/20/2007,29-089,LAL,Away,IND,W ,134,114,1,31:05:00,8,16,0.5,5,9,0.556,11,11,1,0,6,6,4,1,0,2,3,32,26.4
Kobe Bryant,2007-2008,Regular,11/21/2007,29-090,LAL,Away,MIL,L ,103,110,1,42:43:00,7,18,0.389,2,8,0.25,11,11,1,0,3,3,4,1,0,1,3,27,19.7
Kobe Bryant,2007-2008,Regular,11/23/2007,29-092,LAL,Away,BOS,L ,94,107,1,36:45:00,9,21,0.429,3,7,0.429,7,9,0.778,0,4,4,3,0,0,2,4,28,15.8
Kobe Bryant,2007-2008,Regular,11/25/2007,29-094,LAL,Home,NJN,L ,100,102,1,40:30:00,7,21,0.333,2,5,0.4,15,16,0.938,0,3,3,7,4,0,2,3,31,25.3
Kobe Bryant,2007-2008,Regular,11/27/2007,29-096,LAL,Home,SEA,W ,106,99,1,35:23:00,12,22,0.545,1,3,0.333,10,12,0.833,2,6,8,6,0,0,3,2,35,27.2
Kobe Bryant,2007-2008,Regular,11/29/2007,29-098,LAL,Home,DEN,W ,127,99,1,29:51:00,10,18,0.556,0,3,0,4,5,0.8,3,3,6,7,1,0,2,1,24,21.5
Kobe Bryant,2007-2008,Regular,11/30/2007,29-099,LAL,Away,UTA,L ,96,120,1,34:43:00,10,19,0.526,3,5,0.6,5,6,0.833,1,3,4,3,0,0,2,4,28,18.4
Kobe Bryant,2007-2008,Regular,12/2/2007,29-101,LAL,Home,ORL,L ,97,104,1,42:09:00,10,26,0.385,4,9,0.444,4,4,1,2,4,6,5,2,0,4,0,28,17.9
Kobe Bryant,2007-2008,Regular,12/4/2007,29-103,LAL,Away,MIN,W ,116,95,1,28:56:00,6,12,0.5,2,5,0.4,6,9,0.667,1,2,3,5,4,0,4,2,20,16.8
Kobe Bryant,2007-2008,Regular,12/5/2007,29-104,LAL,Away,DEN,W ,111,107,1,30:46:00,10,19,0.526,0,3,0,5,6,0.833,1,7,8,5,2,1,1,4,25,21.7
Kobe Bryant,2007-2008,Regular,12/9/2007,29-108,LAL,Home,GSW,W ,123,113,1,37:45:00,9,23,0.391,2,6,0.333,8,10,0.8,0,6,6,8,3,1,3,2,28,22
Kobe Bryant,2007-2008,Regular,12/13/2007,29-112,LAL,Home,SAS,W ,102,97,1,38:05:00,10,24,0.417,1,4,0.25,9,10,0.9,1,6,7,3,4,0,1,1,30,24
Kobe Bryant,2007-2008,Regular,12/14/2007,29-113,LAL,Away,GSW,L ,106,108,1,36:40:00,6,23,0.261,0,6,0,9,11,0.818,1,5,6,5,2,1,5,2,21,9.1
Kobe Bryant,2007-2008,Regular,12/16/2007,29-115,LAL,Home,LAC,W ,113,92,1,36:19:00,11,22,0.5,2,6,0.333,8,9,0.889,2,6,8,3,1,1,4,2,32,22.8
Kobe Bryant,2007-2008,Regular,12/18/2007,29-117,LAL,Away,CHI,W ,103,91,1,36:23:00,7,19,0.368,0,3,0,4,4,1,1,5,6,2,3,1,2,2,18,12
Kobe Bryant,2007-2008,Regular,12/20/2007,29-119,LAL,Away,CLE,L ,90,94,1,40:02:00,8,22,0.364,0,3,0,5,8,0.625,1,4,5,5,1,0,2,2,21,11.2
Kobe Bryant,2007-2008,Regular,12/21/2007,29-120,LAL,Away,PHI,W ,106,101,1,39:11:00,6,20,0.3,2,5,0.4,5,5,1,2,5,7,3,2,1,4,2,19,10.3
Kobe Bryant,2007-2008,Regular,12/23/2007,29-122,LAL,Away,NYK,W ,95,90,1,41:25:00,14,28,0.5,5,12,0.417,6,7,0.857,2,9,11,8,2,0,2,2,39,33.5
Kobe Bryant,2007-2008,Regular,12/25/2007,29-124,LAL,Home,PHO,W ,122,115,1,41:20:00,12,20,0.6,1,3,0.333,13,14,0.929,2,3,5,7,2,0,8,4,38,28
Kobe Bryant,2007-2008,Regular,12/28/2007,29-127,LAL,Home,UTA,W ,123,109,1,29:26:00,11,18,0.611,6,9,0.667,3,4,0.75,0,4,4,7,4,0,5,3,31,26.3
Kobe Bryant,2007-2008,Regular,12/30/2007,29-129,LAL,Home,BOS,L ,91,110,1,36:59:00,6,25,0.24,0,6,0,10,11,0.909,2,4,6,3,0,1,3,5,22,6.9
Kobe Bryant,2007-2008,Regular,1/4/2008,29-134,LAL,Home,PHI,W ,124,93,1,29:10:00,5,9,0.556,0,1,0,5,5,1,1,5,6,4,0,0,3,2,15,11.9
Kobe Bryant,2007-2008,Regular,1/6/2008,29-136,LAL,Home,IND,W ,112,96,1,35:43:00,8,21,0.381,2,3,0.667,8,8,1,0,2,2,6,3,0,4,3,26,17.1
Kobe Bryant,2007-2008,Regular,1/8/2008,29-138,LAL,Away,MEM,W ,117,101,1,40:16:00,8,22,0.364,1,4,0.25,8,11,0.727,1,2,3,6,5,0,3,4,25,17.5
Kobe Bryant,2007-2008,Regular,1/9/2008,29-139,LAL,Away,NOH,W ,109,80,1,32:59:00,8,16,0.5,2,4,0.5,1,2,0.5,0,7,7,7,3,0,1,0,19,19.6
Kobe Bryant,2007-2008,Regular,1/11/2008,29-141,LAL,Home,MIL,W ,110,105,1,36:48:00,12,25,0.48,5,9,0.556,8,8,1,2,3,5,7,2,0,1,4,37,30.9
Kobe Bryant,2007-2008,Regular,1/13/2008,29-143,LAL,Home,MEM,W ,100,99,1,36:06:00,10,25,0.4,3,10,0.3,14,15,0.933,2,1,3,4,4,0,1,1,37,30.2
Kobe Bryant,2007-2008,Regular,1/14/2008,29-144,LAL,Away,SEA,W ,123,121,1,42:12:00,21,44,0.477,2,8,0.25,4,7,0.571,0,2,2,2,1,0,1,1,48,26
Kobe Bryant,2007-2008,Regular,1/17/2008,29-147,LAL,Home,PHO,L ,98,106,1,39:10:00,10,22,0.455,4,10,0.4,6,8,0.75,2,5,7,4,2,0,2,2,30,22.7
Kobe Bryant,2007-2008,Regular,1/21/2008,29-151,LAL,Home,DEN,W ,116,99,1,38:31:00,5,7,0.714,1,2,0.5,6,8,0.75,1,4,5,11,2,0,6,4,17,17.3
Kobe Bryant,2007-2008,Regular,1/23/2008,29-153,LAL,Away,SAS,L ,91,103,1,45:05:00,12,27,0.444,1,2,0.5,4,4,1,6,6,12,5,0,0,9,2,29,14.6
Kobe Bryant,2007-2008,Regular,1/25/2008,29-155,LAL,Away,DAL,L ,105,112,1,44:56:00,11,19,0.579,1,3,0.333,17,21,0.81,0,10,10,5,1,1,3,4,40,33.1
Kobe Bryant,2007-2008,Regular,1/27/2008,29-157,LAL,Home,CLE,L ,95,98,1,43:01:00,10,21,0.476,0,1,0,13,18,0.722,2,10,12,6,0,1,3,3,33,25.4
Kobe Bryant,2007-2008,Regular,1/29/2008,29-159,LAL,Home,NYK,W ,120,109,1,43:34:00,10,21,0.476,1,4,0.25,3,6,0.5,2,6,8,11,0,1,4,3,24,18.5
Kobe Bryant,2007-2008,Regular,1/31/2008,29-161,LAL,Away,DET,L ,89,90,1,47:15:00,12,25,0.48,2,4,0.5,13,15,0.867,3,7,10,5,2,1,11,2,39,24.1
Kobe Bryant,2007-2008,Regular,2/1/2008,29-162,LAL,Away,TOR,W ,121,101,1,43:55:00,19,28,0.679,4,8,0.5,4,4,1,0,7,7,5,1,0,1,2,46,38.8
Kobe Bryant,2007-2008,Regular,2/3/2008,29-164,LAL,Away,WAS,W ,103,91,1,35:10:00,10,15,0.667,2,5,0.4,8,11,0.727,1,5,6,2,1,0,3,2,30,23.1
Kobe Bryant,2007-2008,Regular,2/5/2008,29-166,LAL,Away,NJN,W ,105,90,1,40:23:00,3,13,0.231,0,2,0,0,0,,1,4,5,8,2,2,7,3,6,0.8
Kobe Bryant,2007-2008,Regular,2/6/2008,29-167,LAL,Away,ATL,L ,95,98,1,37:02:00,4,16,0.25,0,2,0,3,5,0.6,0,1,1,10,1,0,1,2,11,7.1
Kobe Bryant,2007-2008,Regular,2/8/2008,29-169,LAL,Away,ORL,W ,117,113,1,46:08:00,11,26,0.423,0,2,0,14,16,0.875,1,9,10,6,0,1,4,3,36,24.5
Kobe Bryant,2007-2008,Regular,2/10/2008,29-171,LAL,Away,MIA,W ,104,94,1,42:05:00,10,15,0.667,2,5,0.4,11,11,1,0,3,3,5,2,0,4,4,33,27.3
Kobe Bryant,2007-2008,Regular,2/11/2008,29-172,LAL,Away,CHA,W ,106,97,1,41:00:00,9,17,0.529,4,7,0.571,9,9,1,0,2,2,4,4,2,4,3,31,26.3
Kobe Bryant,2007-2008,Regular,2/13/2008,29-174,LAL,Away,MIN,W ,117,92,1,34:47:00,7,18,0.389,2,7,0.286,13,13,1,1,4,5,5,1,1,1,1,29,24.9
Kobe Bryant,2007-2008,Regular,2/19/2008,29-180,LAL,Home,ATL,W ,122,93,1,30:19:00,8,16,0.5,1,4,0.25,6,6,1,3,2,5,3,5,0,1,2,23,23
Kobe Bryant,2007-2008,Regular,2/20/2008,29-181,LAL,Away,PHO,W ,130,124,1,45:44:00,16,25,0.64,1,2,0.5,8,10,0.8,1,4,5,3,2,2,5,3,41,30.3
Kobe Bryant,2007-2008,Regular,2/23/2008,29-184,LAL,Away,LAC,W ,113,95,1,41:33:00,5,11,0.455,0,3,0,7,9,0.778,1,4,5,7,2,0,5,5,17,12.3
Kobe Bryant,2007-2008,Regular,2/24/2008,29-185,LAL,Away,SEA,W ,111,91,1,26:05:00,8,13,0.615,3,5,0.6,2,3,0.667,0,4,4,10,3,0,1,1,21,24.5
Kobe Bryant,2007-2008,Regular,2/26/2008,29-187,LAL,Home,POR,W ,96,83,1,44:42:00,11,25,0.44,1,4,0.25,7,8,0.875,1,8,9,7,2,0,3,5,30,21.5
Kobe Bryant,2007-2008,Regular,2/28/2008,29-189,LAL,Home,MIA,W ,106,88,1,40:35:00,7,14,0.5,0,2,0,7,7,1,0,1,1,8,4,2,3,5,21,20.3
Kobe Bryant,2007-2008,Regular,2/29/2008,29-190,LAL,Away,POR,L ,111,119,1,43:26:00,12,24,0.5,2,8,0.25,7,8,0.875,3,4,7,5,1,0,6,4,33,20.8
Kobe Bryant,2007-2008,Regular,3/2/2008,29-192,LAL,Home,DAL,W ,108,104,1,51:24:00,15,27,0.556,2,3,0.667,20,27,0.741,1,10,11,4,1,2,5,2,52,39.4
Kobe Bryant,2007-2008,Regular,3/4/2008,29-194,LAL,Away,SAC,W ,117,105,1,43:09:00,10,26,0.385,0,3,0,14,16,0.875,2,8,10,3,2,0,4,3,34,21.7
Kobe Bryant,2007-2008,Regular,3/7/2008,29-197,LAL,Home,LAC,W ,119,82,1,31:09:00,5,9,0.556,2,3,0.667,4,4,1,1,5,6,3,2,0,2,2,16,15.2
Kobe Bryant,2007-2008,Regular,3/9/2008,29-199,LAL,Home,SAC,L ,113,114,1,42:14:00,7,18,0.389,0,3,0,12,15,0.8,0,3,3,5,3,0,3,2,26,18.6
Kobe Bryant,2007-2008,Regular,3/11/2008,29-201,LAL,Home,TOR,W ,117,108,1,46:38:00,12,20,0.6,4,8,0.5,6,6,1,1,6,7,7,4,1,4,3,34,31.7
Kobe Bryant,2007-2008,Regular,3/14/2008,29-204,LAL,Away,NOH,L ,98,108,1,37:55:00,10,23,0.435,4,7,0.571,12,13,0.923,1,8,9,3,1,0,3,6,36,24.3
Kobe Bryant,2007-2008,Regular,3/16/2008,29-206,LAL,Away,HOU,L ,92,104,1,47:04:00,11,33,0.333,0,4,0,2,4,0.5,0,7,7,2,0,0,3,3,24,3.8
Kobe Bryant,2007-2008,Regular,3/18/2008,29-208,LAL,Away,DAL,W ,102,100,1,43:32:00,12,23,0.522,2,4,0.5,3,6,0.5,0,2,2,7,3,0,2,4,29,21.4
Kobe Bryant,2007-2008,Regular,3/20/2008,29-210,LAL,Away,UTA,W ,106,95,1,40:43:00,11,24,0.458,0,2,0,5,9,0.556,2,6,8,7,1,0,3,3,27,17.9
Kobe Bryant,2007-2008,Regular,3/21/2008,29-211,LAL,Home,SEA,W ,130,105,1,29:49:00,8,15,0.533,0,3,0,7,8,0.875,1,1,2,5,0,0,1,2,23,18
Kobe Bryant,2007-2008,Regular,3/23/2008,29-213,LAL,Home,GSW,L ,111,115,1,46:23:00,13,30,0.433,3,9,0.333,7,7,1,2,12,14,8,1,0,3,4,36,27.2
Kobe Bryant,2007-2008,Regular,3/24/2008,29-214,LAL,Away,GSW,W ,123,119,1,51:55:00,11,30,0.367,1,5,0.2,7,7,1,2,9,11,7,1,0,3,4,30,18.8
Kobe Bryant,2007-2008,Regular,3/26/2008,29-216,LAL,Home,CHA,L ,95,108,1,38:55:00,8,22,0.364,2,6,0.333,9,12,0.75,1,5,6,3,0,1,3,4,27,14
Kobe Bryant,2007-2008,Regular,3/28/2008,29-218,LAL,Home,MEM,L ,111,114,1,41:52:00,19,37,0.514,9,17,0.529,6,7,0.857,2,8,10,1,3,0,1,4,53,39.2
Kobe Bryant,2007-2008,Regular,3/30/2008,29-220,LAL,Home,WAS,W ,126,120,1,46:45:00,7,24,0.292,0,3,0,12,15,0.8,0,4,4,13,1,1,1,3,26,20.6
Kobe Bryant,2007-2008,Regular,4/2/2008,29-223,LAL,Home,POR,W ,104,91,1,41:28:00,10,16,0.625,4,5,0.8,12,13,0.923,2,11,13,7,3,0,1,3,36,38.8
Kobe Bryant,2007-2008,Regular,4/4/2008,29-225,LAL,Home,DAL,W ,112,108,1,41:41:00,7,14,0.5,3,4,0.75,8,9,0.889,4,6,10,6,0,0,0,4,25,24.8
Kobe Bryant,2007-2008,Regular,4/6/2008,29-227,LAL,Away,SAC,W ,114,92,1,35:56:00,9,15,0.6,4,7,0.571,7,8,0.875,2,3,5,5,2,0,4,3,29,24.3
Kobe Bryant,2007-2008,Regular,4/8/2008,29-229,LAL,Away,POR,L ,103,112,1,44:41:00,11,26,0.423,2,7,0.286,10,13,0.769,1,4,5,5,1,1,2,5,34,22.1
Kobe Bryant,2007-2008,Regular,4/10/2008,29-231,LAL,Away,LAC,W ,106,78,1,34:35:00,6,17,0.353,1,5,0.2,3,5,0.6,1,2,3,3,1,2,2,1,16,9.1
Kobe Bryant,2007-2008,Regular,4/11/2008,29-232,LAL,Home,NOH,W ,107,104,1,43:07:00,9,17,0.529,3,7,0.429,8,10,0.8,1,9,10,8,2,0,1,3,29,28.7
Kobe Bryant,2007-2008,Regular,4/13/2008,29-234,LAL,Home,SAS,W ,106,85,1,31:57:00,6,14,0.429,3,6,0.5,5,6,0.833,1,4,5,5,2,1,4,3,20,15.1
Kobe Bryant,2007-2008,Regular,4/15/2008,29-236,LAL,Home,SAC,W ,124,101,1,28:54:00,3,13,0.231,1,5,0.2,13,14,0.929,1,2,3,5,1,0,2,3,20,14.3
Kobe Bryant,2008-2009,Regular,10/28/2008,30-066,LAL,Home,POR,W ,96,76,1,32:47:00,9,17,0.529,1,1,1,4,5,0.8,2,9,11,5,1,0,5,3,23,16.7
Kobe Bryant,2008-2009,Regular,10/29/2008,30-067,LAL,Away,LAC,W ,117,79,1,30:44:00,5,12,0.417,0,2,0,6,7,0.857,2,6,8,3,2,0,5,2,16,10.7
Kobe Bryant,2008-2009,Regular,11/1/2008,30-070,LAL,Away,DEN,W ,104,97,1,32:54:00,11,24,0.458,1,2,0.5,10,12,0.833,3,1,4,3,2,0,1,4,33,23.7
Kobe Bryant,2008-2009,Regular,11/5/2008,30-074,LAL,Home,LAC,W ,106,88,1,36:20:00,8,21,0.381,0,2,0,11,14,0.786,1,1,2,3,2,2,2,3,27,17.6
Kobe Bryant,2008-2009,Regular,11/9/2008,30-078,LAL,Home,HOU,W ,111,82,1,32:59:00,10,17,0.588,1,2,0.5,2,4,0.5,2,1,3,3,2,2,4,3,23,16.3
Kobe Bryant,2008-2009,Regular,11/11/2008,30-080,LAL,Away,DAL,W ,106,99,1,35:43:00,10,20,0.5,0,2,0,7,8,0.875,1,3,4,1,1,0,1,1,27,18.5
Kobe Bryant,2008-2009,Regular,11/12/2008,30-081,LAL,Away,NOH,W ,93,86,1,38:08:00,5,15,0.333,1,1,1,9,9,1,0,4,4,6,0,0,2,4,20,13.3
Kobe Bryant,2008-2009,Regular,11/14/2008,30-083,LAL,Home,DET,L ,95,106,1,39:17:00,12,30,0.4,2,7,0.286,3,4,0.75,0,5,5,6,4,1,3,5,29,17.8
Kobe Bryant,2008-2009,Regular,11/18/2008,30-087,LAL,Home,CHI,W ,116,109,1,30:32:00,9,18,0.5,3,6,0.5,0,0,,1,4,5,6,3,2,1,3,21,20.3
Kobe Bryant,2008-2009,Regular,11/20/2008,30-089,LAL,Away,PHO,W ,105,92,1,32:32:00,8,23,0.348,1,5,0.2,7,9,0.778,1,4,5,3,0,1,2,0,24,13
Kobe Bryant,2008-2009,Regular,11/21/2008,30-090,LAL,Home,DEN,W ,104,90,1,29:42:00,12,18,0.667,1,3,0.333,4,5,0.8,2,2,4,2,2,0,1,3,29,24
Kobe Bryant,2008-2009,Regular,11/23/2008,30-092,LAL,Home,SAC,W ,118,108,1,33:46:00,10,20,0.5,0,1,0,4,4,1,1,3,4,6,3,1,3,2,24,19.7
Kobe Bryant,2008-2009,Regular,11/25/2008,30-094,LAL,Home,NJN,W ,120,93,1,27:52:00,5,17,0.294,0,2,0,2,2,1,0,6,6,4,1,0,0,2,12,6.9
Kobe Bryant,2008-2009,Regular,11/28/2008,30-097,LAL,Home,DAL,W ,114,107,1,39:45:00,14,26,0.538,1,4,0.25,6,6,1,2,4,6,5,1,1,3,2,35,26.4
Kobe Bryant,2008-2009,Regular,11/30/2008,30-099,LAL,Home,TOR,W ,112,99,1,29:49:00,9,14,0.643,0,2,0,5,5,1,1,4,5,7,1,0,3,2,23,20.8
Kobe Bryant,2008-2009,Regular,12/2/2008,30-101,LAL,Away,IND,L ,117,118,1,37:13:00,10,21,0.476,0,5,0,8,10,0.8,2,5,7,2,1,0,1,2,28,20
